ID;Name;Categories;Price;Long desc;Short desc;Image URLs
121;Legend of Zelda Pattern Bundle;Pattern Bundles;12.99;"**This listing is for a PDF patterns with instructions on making the characters, not the characters themselves**
  Patterns can be downloaded immediately after purchase
  Have your favorited Zelda characters crocheted as a finger puppet, sitting safe and sound on your dresser, or hanging on your backpack! These little characters from The Legend of Zelda miniature amigurumi measure about 2 inches tall when finished and includes a unique video tutorial for each pattern to help you get through the tough parts!
  *Includes full-length video tutorial for each pattern!*
  Bundle includes instructions and videos for:
– Link
– Zelda
– Sheik
– Fairy in a Bottle
– Bokoblins
– Gano";"Description
Materials:
• The Yarn (Worsted Weight)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• NeedleGauge: 5 Rnds and 4 sts per 1” | Finished piece is about 2” tallWorked in the Round The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease
– FLO : Front Loops Only
– BLO : Back Loops Only
– Bo : Bobble Stitch
1. Yarn over, insert hook into stitch
2. Yarn over and pull through
3. Yarn over and pull through 2 loops
4. Repeat steps 1 – 3 four times total
5. Yarn over and pull through all the loops on the hook";http://localhost:8080/img/p/LegendofZeldaPatternBundle_1.jpg|http://localhost:8080/img/p/LegendofZeldaPatternBundle_2.jpg|http://localhost:8080/img/p/LegendofZeldaPatternBundle_3.jpg|http://localhost:8080/img/p/LegendofZeldaPatternBundle_4.jpg|http://localhost:8080/img/p/LegendofZeldaPatternBundle_5.jpg|http://localhost:8080/img/p/LegendofZeldaPatternBundle_6.jpg|http://localhost:8080/img/p/LegendofZeldaPatternBundle_7.jpg|http://localhost:8080/img/p/LegendofZeldaPatternBundle_8.jpg
122;Ganon Amigurumi Pattern;Crochet Patterns;2.99;"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Pattern can be downloaded immediately after purchase
Have your own crocheted dark prince as a finger puppet, sitting safe and sound on your dresser, or hanging on your back pack! This little Ganon from The Legend of Zelda miniature amigurumi measures about 2 inches tall when finished and includes 5 unique video tutorials to help you get through the tough parts!
*Includes full length video tutorial for the more difficult parts of the pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry
Get the full Legend of Zelda Finger Puppet Pattern Bundle";"Description
Materials:
• The Yarn (Worsted Weight)
– Red (Hair)
– Dark Brown (Skin Tone)
– Black (Clothing)
– Brown (Clothing)
– Tan (Detail)
– Gold (Detail)
– Light Grey (Eye Symbol)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• NeedleGauge: 5 Rnds and 4 sts per 1” | Finished piece is about 2” tallWorked in the Round The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease
– BLO : Back Loops Only
– Bo : Bobble Stitch
1. Yarn over, insert hook into stitch
2. Yarn over and pull through
3. Yarn over and pull through 2 loops
4. Repeat steps 1 – 3 four times total
5. Yarn over and pull through all the loops on the hook";http://localhost:8080/img/p/GanonAmigurumiPattern_1.jpg|http://localhost:8080/img/p/GanonAmigurumiPattern_2.jpg|http://localhost:8080/img/p/GanonAmigurumiPattern_3.jpg|http://localhost:8080/img/p/GanonAmigurumiPattern_4.jpg|http://localhost:8080/img/p/GanonAmigurumiPattern_5.jpg
123;Princess Leia Amigurumi Pattern;Crochet Patterns;2.99;"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Pattern can be downloaded immediately after purchase
Where does Leia get her designer shoes? At the Darth Mall!
Have your own crocheted Princess Leia sitting safe and sound on your dresser or hanging on your back pack! This little Princess from Star Wars miniature amigurumi measures about 2 inches tall when finished and includes 5 unique video tutorials to help you get through the tough parts!
*Includes full length video tutorial for the more difficult parts of the pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry";"Description
Materials:
• The Yarn (Worsted Weight)
– Sand (Skin Tone)
– Dark Brown (Hair)
– Black (Eyeliner / Shoes)
– White (Shirt and Shoes)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• NeedleGauge: 5 Rnds and 4 sts per 1” | Finished piece is about 2” tallWorked in the Round The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease
– FLO : Front Loops Only
– BLO : Back Loops Only
– Bo : Bobble Stitch
1. Yarn over, insert hook into stitch
2. Yarn over and pull through
3. Yarn over and pull through 2 loops
4. Repeat steps 1 – 3 four times total
5. Yarn over and pull through all the loops on the hook";http://localhost:8080/img/p/PrincessLeiaAmigurumiPattern_1.jpg|http://localhost:8080/img/p/PrincessLeiaAmigurumiPattern_2.jpg|http://localhost:8080/img/p/PrincessLeiaAmigurumiPattern_3.jpg|http://localhost:8080/img/p/PrincessLeiaAmigurumiPattern_4.jpg
124;Under the Sea Crochet Pattern Bundle;Pattern Bundles;19.99;"In this crochet pattern bundle we’ll be crocheting a variety of amigurumi inspired by ocean life! This amigurumi pattern bundle features 20 different patterns each including a video tutorial and PDF!
*Every pattern in this bundle includes a full length video tutorials to go along side an interactive PDF with checkmarks and time codes to keep track of progress.
Pattern Bundle Includes:
• Octopus Amigurumi
• Squid Amigurumi
• Jellyfish Amigurumi
• Seahorse Amigurumi
• Whale Amigurumi Bundle (5 different whales!)
• Angler Fish Amigurumi
• Starfish Amigurumi
• Marine Minigurumi (8 different miniature patterns!)
• + 1 BONUS Secret pattern!
*Includes full length video tutorials so you never miss a stitch!*";"Description
The Materials:
• The Yarn (Worsted Weight)
– Color A
– White
• Pipe Cleaners x 1 (optional)
• 6mm Safety Eyes x 10
• Size G6/4.00mm Hook
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1”
Finished piece is about 3” long
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_1.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_2.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_3.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_4.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_5.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_6.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_7.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_8.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_9.jpg|http://localhost:8080/img/p/UndertheSeaCrochetPatternBundle_10.jpg
125;Reversible Unicorn Amigurumi Pattern;Crochet Patterns;4.99;"Pattern can be downloaded immediately after purchase
In this amigurumi crochet pattern we’ll be crocheting a Reversible Unicorn! This pattern is designed with beginners in mind with our step by step video tutorial so you don’t miss a stitch. We’ll learn how to make different faces and even how to add a rainbow horn!
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials:
• The Yarn (Worsted Weight Wool)
– Off-White
– Color A (Blue)
– Color B (Pink)
– Black
– Rainbow
• 1 Pipe Cleaner
• Size G6/4.00mm Hook
• Stuffing
• Needle
Suggested yarns:
Paton’s Classic Wool
The Gauge:
5 Rnds and 4 sts per 1” Finished piece is about 3” tall
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/ReversibleUnicornAmigurumiPattern_1.jpg|http://localhost:8080/img/p/ReversibleUnicornAmigurumiPattern_2.jpg|http://localhost:8080/img/p/ReversibleUnicornAmigurumiPattern_3.jpg|http://localhost:8080/img/p/ReversibleUnicornAmigurumiPattern_4.jpg|http://localhost:8080/img/p/ReversibleUnicornAmigurumiPattern_5.jpg|http://localhost:8080/img/p/ReversibleUnicornAmigurumiPattern_6.jpg|http://localhost:8080/img/p/ReversibleUnicornAmigurumiPattern_7.jpg|http://localhost:8080/img/p/ReversibleUnicornAmigurumiPattern_8.jpg|http://localhost:8080/img/p/ReversibleUnicornAmigurumiPattern_9.jpg
126;Werewolf Amigurumi Pattern;Crochet Patterns;2.99;"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Pattern can be downloaded immediately after purchase
Why are werewolves better than vampires? Werewolves love getting steaks!
Keep these little dudes out of moonlight. This little Werewolf Monster miniature amigurumi measures about 2 inches tall and includes 5 unique video tutorials to help you get through the tough parts!
*Includes full length video tutorial for the more difficult parts of the pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry
Get the full Halloween Finger Puppet Pattern Bundle";"Description
Materials:
• The Yarn (Worsted Weight)
– Fuzzy Brown (Fur)
– Black (Nose)
– Blue (Pants)
– Light Grey (Claws)*
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• NeedleGauge: 5 Rnds and 4 sts per 1” | Finished piece is about 2” tall
Worked in the Round
The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease
– FLO : Front Loops Only
– BLO : Back Loops Only
– Bo : Bobble Stitch
1. Yarn over, insert hook into stitch
2. Yarn over and pull through
3. Yarn over and pull through 2 loops
4. Repeat steps 1 – 3 four times total
5. Yarn over and pull through all the loops on the hook";http://localhost:8080/img/p/WerewolfAmigurumiPattern_1.jpg|http://localhost:8080/img/p/WerewolfAmigurumiPattern_2.jpg|http://localhost:8080/img/p/WerewolfAmigurumiPattern_3.jpg|http://localhost:8080/img/p/WerewolfAmigurumiPattern_4.jpg|http://localhost:8080/img/p/WerewolfAmigurumiPattern_5.jpg
127;Pokemon Pattern Bundle;Crochet Patterns;9.99;"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
**This listing is for a PDF patterns with instructions on making the characters, not the characters themselves**
Pattern can be downloaded immediately after purchase
Have your own crocheted Bulbasaur, Charmander, or Squirtle sitting safe and sound on your dresser or hanging on your back pack! These little Pokemon amigurumi measure about 2 inches tall when finished and includes a unique video tutorial for each to help you get through the tough parts!
*Includes full length video tutorial for each pattern!*
*Includes a printable version of each pattern as well*
Bundle includes instructions and videos for:
– Bulbasaur
– Charmander
– Squirtle
– Eevee
*Includes full length video tutorial for each pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry";"Description
Materials:
• The Yarn (Worsted Weight)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• NeedleGauge: 5 Rnds and 4 sts per 1” | Finished pieces are about 2 – 4.5” longWorked in the Round The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– dc : Double Crochet
– Tr : Treble / Triple Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease
– FLO : Front Loops Only
– BLO : Back Loops Only";http://localhost:8080/img/p/PokemonPatternBundle_1.jpg|http://localhost:8080/img/p/PokemonPatternBundle_2.jpg|http://localhost:8080/img/p/PokemonPatternBundle_3.jpg|http://localhost:8080/img/p/PokemonPatternBundle_4.jpg|http://localhost:8080/img/p/PokemonPatternBundle_5.jpg|http://localhost:8080/img/p/PokemonPatternBundle_6.jpg
128;Marine Life Minigurumi Crochet Pattern Bundle;Pattern Bundles;6.99;"In this crochet pattern bundle we’ll be crocheting a variety of miniature marine amigurumi that I call minigurumi! This no sew amigurumi pattern bundle features 8 different mini patterns all of which can be made in less than 15 minutes with less than 100 stitches per pattern!
Every pattern in this bundle includes a full length video tutorials to go along side an interactive PDF with checkmarks and time codes to keep track of progress.
Pattern Bundle Includes:
• Octopus Minigurumi
• Squid Minigurumi
• Jellyfish Minigurumi
• Seahorse Minigurumi
• Whale Minigurumi (makes dolphins, orca, and narwhals!)
*Includes full length video tutorial so you never miss a stitch!*";"Description
The Materials:
• The Yarn (Worsted Weight)
– Color A
– White
• Pipe Cleaners x 1 (optional)
• 6mm Safety Eyes x 10
• Size G6/4.00mm Hook
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1”
Finished piece is about 3” long
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/MarineLifeMinigurumiCrochetPatternBundle_1.jpg|http://localhost:8080/img/p/MarineLifeMinigurumiCrochetPatternBundle_2.jpg|http://localhost:8080/img/p/MarineLifeMinigurumiCrochetPatternBundle_3.jpg|http://localhost:8080/img/p/MarineLifeMinigurumiCrochetPatternBundle_4.jpg|http://localhost:8080/img/p/MarineLifeMinigurumiCrochetPatternBundle_5.jpg|http://localhost:8080/img/p/MarineLifeMinigurumiCrochetPatternBundle_6.jpg|http://localhost:8080/img/p/MarineLifeMinigurumiCrochetPatternBundle_7.jpg|http://localhost:8080/img/p/MarineLifeMinigurumiCrochetPatternBundle_8.jpg
129;Bumble Bee Bundle;Crochet Patterns;4.99;"**This listing is for a PDF patterns with instructions on making the characters, not the characters themselves**
Pattern can be downloaded immediately after purchase
Have your own hive of bumble bees hanging from a baby mobile, sitting safe and sound on your dresser, or hanging on your back pack! These crocheted bumble bees amigurumi measure from 2 to 5 inches long when finished and includes a unique video tutorial for each pattern to help you get through the tough parts!
*Includes full length video tutorial for each pattern!*
*Includes a printable version of each pattern as well*
Bundle includes instructions and videos for:
– Bumble Bees
– Queen Bee
– Bee Hive
– Flowers
*Includes full length video tutorial for each pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry";"Description
Materials:
• The Yarn (Worsted Weight)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• NeedleGauge: 5 Rnds and 4 sts per 1” | Finished pieces are about 2 – 4.5” longWorked in the Round The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– dc : Double Crochet
– Tr : Treble / Triple Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease
– FLO : Front Loops Only
– BLO : Back Loops Only";http://localhost:8080/img/p/BumbleBeeBundle_1.jpg|http://localhost:8080/img/p/BumbleBeeBundle_2.jpg|http://localhost:8080/img/p/BumbleBeeBundle_3.jpg|http://localhost:8080/img/p/BumbleBeeBundle_4.jpg|http://localhost:8080/img/p/BumbleBeeBundle_5.jpg|http://localhost:8080/img/p/BumbleBeeBundle_6.jpg
130;No and Low Sew Amigurumi Crochet Pattern Bundle;Crochet Patterns;24.99;"In this crochet pattern bundle we’ll be crocheting a variety of no and low sew amigurumi patterns! This amigurumi pattern bundle features 10+ different patterns each including a video tutorial and PDF!
*Every pattern in this bundle includes a full length video tutorials to go along side an interactive PDF with checkmarks and time codes to keep track of progress.
Pattern Bundle Includes:
• Sunflower Stand Amigurumi Pattern
• Squid Amigurumi Pattern
• Baby Brontosaurus Amigurumi Pattern
• Cool Sun Amigurumi Pattern
• Bawnimals Pattern Bundle
• T-Rex Amigurumi Pattern
• Ice Cream Buddy Pattern
• Classic Donut Pattern
• Planet Earth Amigurumi Pattern
• Marine Minigurumi (8 different miniature patterns!)
*Includes full length video tutorials for each pattern so you never miss a stitch!*";"Description
The Materials:
• Worsted Weight Cotton Yarn
• 6mm Safety Eyes x 10
• Size G6/4.00mm Hook
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1”
Finished piece is about 3” long
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_1.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_2.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_3.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_4.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_5.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_6.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_7.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_8.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_9.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_10.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_11.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_12.jpg
131;Zombie Amigurumi Pattern;Crochet Patterns;2.99;"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
**This listing is for a PDF pattern with instructions on making the character, not the character itself**
Pattern can be downloaded immediately after purchase
Still trying to figure out a vampire pun that doesn’t suck…
Braaaiiins. This little Undead Zombie Monster miniature amigurumi measures about 2 inches tall and includes 5 unique video tutorials to help you get through the tough parts!
*Includes full length video tutorial for the more difficult parts of the pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry
Get the full Halloween Finger Puppet Pattern Bundle";"Description
Materials:
• The Yarn (Worsted Weight)
– Green (Skin Tone)
– Brown (Shirt/Hair)
– Navy (Pants)
– Pink (Brains)
– White (Teeth and Bones) – Red (Guts)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• NeedleGauge: 5 Rnds and 4 sts per 1” | Finished piece is about 2” tallWorked in the Round The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease
– FLO : Front Loops Only
– BLO : Back Loops Only
– Bo : Bobble Stitch
1. Yarn over, insert hook into stitch
2. Yarn over and pull through
3. Yarn over and pull through 2 loops
4. Repeat steps 1 – 3 four times total
5. Yarn over and pull through all the loops on the hook";http://localhost:8080/img/p/ZombieAmigurumiPattern_1.jpg|http://localhost:8080/img/p/ZombieAmigurumiPattern_2.jpg|http://localhost:8080/img/p/ZombieAmigurumiPattern_3.jpg|http://localhost:8080/img/p/ZombieAmigurumiPattern_4.jpg|http://localhost:8080/img/p/ZombieAmigurumiPattern_5.jpg|http://localhost:8080/img/p/ZombieAmigurumiPattern_6.jpg
132;Avengers Pattern Bundle;Pattern Bundles;9.99;"This pattern is available with a Club Crochet Membership, learn more and upgrade your account here
|| I’m already a Club Crochet Member
**This listing is for a PDF patterns with instructions on making the characters, not the characters themselves**
Pattern can be downloaded immediately after purchase
Have your own crocheted Avengers sitting safe and sound on your dresser or hanging on your back pack! These little crocheted Avengers miniature amigurumi finger puppets measures about 2 inches tall when finished and includes 5 unique video tutorials to help you get through the tough parts!
*Includes full length video tutorial for each pattern!*
*Includes a printable version of each pattern as well*
Bundle includes instructions and videos for:
– Iron Man
– The Hulk
– Captain America
– Dr. Strange
– Thanos
*Includes full length video tutorial for each pattern!*
*Includes a printable version of the pattern as well*
Purchase on Etsy || Purchase on Ravelry";"Description
Materials:
• The Yarn (Worsted Weight)
• Size G6/4.00mm Hook
• Plastic Saftey Bead Eyes
• Stuffing
• NeedleGauge: 5 Rnds and 4 sts per 1” | Finished pieces are about 2 – 4.5” tallWorked in the Round The Stitches:
– Ch : Chain stitch
– St : Stitch
– Sl.st : Slip Stitch
– Sc : Single Crochet
– Hdc : Half-Double Crochet
– dc : Double Crochet
– Tr : Treble / Triple Crochet
– Dec/Inc : Decrease/Increase
– InvDec : Invisible Decrease
– FLO : Front Loops Only
– BLO : Back Loops Only";http://localhost:8080/img/p/AvengersPatternBundle_1.jpg|http://localhost:8080/img/p/AvengersPatternBundle_2.jpg|http://localhost:8080/img/p/AvengersPatternBundle_3.jpg|http://localhost:8080/img/p/AvengersPatternBundle_4.jpg|http://localhost:8080/img/p/AvengersPatternBundle_5.jpg|http://localhost:8080/img/p/AvengersPatternBundle_6.jpg|http://localhost:8080/img/p/AvengersPatternBundle_7.jpg
133;No and Low Sew Amigurumi Crochet Pattern Bundle;Pattern Bundles;24.99;"In this crochet pattern bundle we’ll be crocheting a variety of no and low sew amigurumi patterns! This amigurumi pattern bundle features 10+ different patterns each including a video tutorial and PDF!
*Every pattern in this bundle includes a full length video tutorials to go along side an interactive PDF with checkmarks and time codes to keep track of progress.
Pattern Bundle Includes:
• Sunflower Stand Amigurumi Pattern
• Squid Amigurumi Pattern
• Baby Brontosaurus Amigurumi Pattern
• Cool Sun Amigurumi Pattern
• Bawnimals Pattern Bundle
• T-Rex Amigurumi Pattern
• Ice Cream Buddy Pattern
• Classic Donut Pattern
• Planet Earth Amigurumi Pattern
• Marine Minigurumi (8 different miniature patterns!)
*Includes full length video tutorials for each pattern so you never miss a stitch!*";"Description
The Materials:
• Worsted Weight Cotton Yarn
• 6mm Safety Eyes x 10
• Size G6/4.00mm Hook
• Stuffing
• Needle
The Gauge:
5 Rnds and 4 sts per 1”
Finished piece is about 3” long
Worked in the Round
The Abbreviations:
ch = Chain Stitch
st = Stitch
sl.st = Slip Stitch
sc = Single Crochet
inc = Increase
dec = Decrease (Sharp)
invdec = Invisible Decrease
 ";http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_1.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_2.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_3.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_4.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_5.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_6.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_7.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_8.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_9.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_10.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_11.jpg|http://localhost:8080/img/p/NoandLowSewAmigurumiCrochetPatternBundle_12.jpg
134;Club Crochet Pattern Membership Gift;Gifts;;"Give the gift of crochet in the form of a Pattern membership! A Pattern membership gives you access to all the patterns, video tutorials, and downloadable PDFs in the Club Crochet Library.
Available in as a 1, 3, 6, or 12 month membership.";"Description
This product listing is for gifting a Pattern membership on Club Crochet. After purchase, an message will be sent to the recipient email address with instructions on how to activate their membership.";http://localhost:8080/img/p/ClubCrochetPatternMembershipGift_1.jpg
135;Club Crochet Shop Gift Card;Gifts;;"Get someone you care about ‘hooked’ with a Club Crochet gift card! Gift cards can be used on anything in the store including kits, patterns, and even memberships!
How to use a gift card";;http://localhost:8080/img/p/ClubCrochetShopGiftCard_1.jpg
136;Ankylosaurus Dino Enamel Pin;Merch;7.99;These enamel pins feature an embossed textured front and a rubber backer. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies!;"Description
Size: About 1.25″ x 1.25″
This listing is for one (1) enamel pin!";http://localhost:8080/img/p/AnkylosaurusDinoEnamelPin_1.jpg|http://localhost:8080/img/p/AnkylosaurusDinoEnamelPin_2.jpg|http://localhost:8080/img/p/AnkylosaurusDinoEnamelPin_3.jpg
137;Yarn Donut Magnetic Pin – Sweet Stitches Seasonal Pin;Merch;8.99;These Yarn Donut magnetic pins feature an embossed textured front and a built in magnetic backing. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies! You can also use them as fridge magnets or even as a project holder!;"Description
Size: About 2″ x 1″
This listing is for one (1) Yarn Donut enamel magnetic pin!";http://localhost:8080/img/p/YarnDonutMagneticPinSweetStitchesSeasonalPin_1.jpg|http://localhost:8080/img/p/YarnDonutMagneticPinSweetStitchesSeasonalPin_2.jpg|http://localhost:8080/img/p/YarnDonutMagneticPinSweetStitchesSeasonalPin_3.jpg|http://localhost:8080/img/p/YarnDonutMagneticPinSweetStitchesSeasonalPin_4.jpg|http://localhost:8080/img/p/YarnDonutMagneticPinSweetStitchesSeasonalPin_5.jpg
138;Yarn Ornament Magnetic Pin – Holiday Hooks Seasonal Pin;Merch;8.99;These Yarn Ornament magnetic pins feature an embossed textured front and a built in magnetic backing. They’re scratch proof and are perfect for pinning to backpacks, hats, sweaters, or hand crocheted beanies! You can also use them as fridge magnets or even as a project holder!;"Description
Size: About 1.25″ x 1″
This listing is for one (1) Yarn Ornament enamel magnetic pin!";http://localhost:8080/img/p/YarnOrnamentMagneticPinHolidayHooksSeasonalPin_1.jpg|http://localhost:8080/img/p/YarnOrnamentMagneticPinHolidayHooksSeasonalPin_2.jpg|http://localhost:8080/img/p/YarnOrnamentMagneticPinHolidayHooksSeasonalPin_3.jpg|http://localhost:8080/img/p/YarnOrnamentMagneticPinHolidayHooksSeasonalPin_4.jpg|http://localhost:8080/img/p/YarnOrnamentMagneticPinHolidayHooksSeasonalPin_5.jpg
